"","n","min","model","pval","simslope","slope"
"1621",47,10,"Compar",0.490891563304545,0.021,0.00772688923248893
"log10(adult_weight)622",45,10,"PGLSSEY",3.2e-05,0.021,0.00144148775415195
"1622",45,10,"Compar",0.0917469232274288,0.021,0.0693488989624303
"log10(adult_weight)623",47,10,"PGLSSEY",0.00039,0.021,0.00142001706861676
"1623",47,10,"Compar",0.0297926464973504,0.021,0.0630775889036617
"log10(adult_weight)624",47,10,"PGLSSEY",0.0014,0.021,0.00100090731665514
"1624",47,10,"Compar",0.00812005490970336,0.021,0.16460960305553
"log10(adult_weight)625",46,10,"PGLSSEY",2.1e-05,0.021,0.00166555653373938
"1625",46,10,"Compar",0.0468415991981135,0.021,0.0388914065081931
"log10(adult_weight)626",48,10,"PGLSSEY",2.3e-05,0.021,0.00169026451681456
"1626",48,10,"Compar",0.0814463612081826,0.021,0.0211392030827939
"log10(adult_weight)627",45,10,"PGLSSEY",0.0025,0.021,0.00106215223926468
"1627",45,10,"Compar",0.639662329240527,0.021,-0.0176908015561646
"log10(adult_weight)628",47,10,"PGLSSEY",1.7e-06,0.021,0.00268191487718034
"1628",47,10,"Compar",0.0990322222473949,0.021,0.0232335096536788
"log10(adult_weight)629",48,10,"PGLSSEY",0.00061,0.021,0.00120138972209354
"1629",48,10,"Compar",0.242470580228558,0.021,0.0803069952549789
"log10(adult_weight)630",47,10,"PGLSSEY",0.00042,0.021,0.00115191531653976
"1630",47,10,"Compar",0.401700344716552,0.021,0.0367429234856638
"log10(adult_weight)631",45,10,"PGLSSEY",0.00046,0.021,0.00118104494952803
"1631",45,10,"Compar",0.127809136492858,0.021,-0.0279760497240021
"log10(adult_weight)632",46,10,"PGLSSEY",0.0015,0.021,0.00115885088388989
"1632",46,10,"Compar",0.839748020374316,0.021,-0.00730676626661442
"log10(adult_weight)633",44,10,"PGLSSEY",0.00067,0.021,0.00131362825846462
"1633",44,10,"Compar",0.2448049253189,0.021,0.0392328226575129
"log10(adult_weight)634",48,10,"PGLSSEY",0.016,0.021,0.000515991074047895
"1634",48,10,"Compar",0.0661343133512056,0.021,0.0917422820567981
"log10(adult_weight)635",47,10,"PGLSSEY",3.5e-05,0.021,0.00138457062050273
"1635",47,10,"Compar",0.404216651575882,0.021,0.0390721943521258
"log10(adult_weight)636",42,10,"PGLSSEY",0.017,0.021,0.000722595321647096
"1636",42,10,"Compar",0.833040885670027,0.021,-0.00942883994561522
"log10(adult_weight)637",46,10,"PGLSSEY",8.9e-07,0.021,0.00140892077597617
"1637",46,10,"Compar",0.0224159880524484,0.021,0.0314489028125183
"log10(adult_weight)638",44,10,"PGLSSEY",0.00019,0.021,0.00137987410565033
"1638",44,10,"Compar",0.159183499325603,0.021,-0.0755737235079368
"log10(adult_weight)639",48,10,"PGLSSEY",5.8e-06,0.021,0.00191937737795643
"1639",48,10,"Compar",0.00126410803769694,0.021,0.0373987642280796
"log10(adult_weight)640",46,10,"PGLSSEY",4.2e-07,0.021,0.00251587212938352
"1640",46,10,"Compar",0.270727991038731,0.021,0.0150639000477674
"log10(adult_weight)641",46,10,"PGLSSEY",3.2e-06,0.021,0.00250701286228316
"1641",46,10,"Compar",0.171789098719469,0.021,-0.0177434288865703
"log10(adult_weight)642",47,10,"PGLSSEY",3.1e-07,0.021,0.00208424092597445
"1642",47,10,"Compar",0.013814160712541,0.021,0.0336610799364567
"log10(adult_weight)643",45,10,"PGLSSEY",0.00018,0.021,0.00144328804181179
"1643",45,10,"Compar",0.554484271804209,0.021,0.0238571775519276
"log10(adult_weight)644",47,10,"PGLSSEY",0.00011,0.021,0.0015031056389129
"1644",47,10,"Compar",0.838683504613406,0.021,-0.00805499401816889
"log10(adult_weight)645",46,10,"PGLSSEY",2.8e-05,0.021,0.00188830880741321
"1645",46,10,"Compar",0.00600173916125879,0.021,0.0485708356226993
"log10(adult_weight)646",45,10,"PGLSSEY",1.4e-05,0.021,0.00168405601905792
"1646",45,10,"Compar",0.770784743815617,0.021,0.0106181617476766
"log10(adult_weight)647",48,10,"PGLSSEY",1.7e-05,0.021,0.00184852438737274
"1647",48,10,"Compar",0.00433500332700998,0.021,0.0453426513717596
"log10(adult_weight)648",46,10,"PGLSSEY",0.0016,0.021,0.00120872424916115
"1648",46,10,"Compar",0.0229197049287415,0.021,0.103452079993767
"log10(adult_weight)649",47,10,"PGLSSEY",1.1e-05,0.021,0.00164647359872949
"1649",47,10,"Compar",0.00991203567720689,0.021,0.0356452404735346
"log10(adult_weight)650",46,10,"PGLSSEY",4.7e-06,0.021,0.00194417768050888
"1650",46,10,"Compar",0.116916974236698,0.021,0.016708402064372
"log10(adult_weight)651",44,10,"PGLSSEY",8.9e-05,0.021,0.00155978510161136
"1651",44,10,"Compar",0.230784074376966,0.021,0.017373410556173
"log10(adult_weight)652",45,10,"PGLSSEY",0.00014,0.021,0.00136649573638907
"1652",45,10,"Compar",0.655681454365681,0.021,0.0199620886345733
"log10(adult_weight)653",46,10,"PGLSSEY",0.00053,0.021,0.00117519882319634
"1653",46,10,"Compar",0.467543975600947,0.021,-0.00930252839782086
"log10(adult_weight)654",46,10,"PGLSSEY",0.00013,0.021,0.00153466581230167
"1654",46,10,"Compar",0.00942904491725294,0.021,0.110289996465495
"log10(adult_weight)655",44,10,"PGLSSEY",0.0085,0.021,0.00111606185049223
"1655",44,10,"Compar",0.706791407149329,0.021,-0.0186727166372211
"log10(adult_weight)656",47,10,"PGLSSEY",0.009,0.021,0.000630221854470708
"1656",47,10,"Compar",0.698053326072259,0.021,0.0177191179445813
"log10(adult_weight)657",45,10,"PGLSSEY",0.0017,0.021,0.00101793984301368
"1657",45,10,"Compar",0.185513930040722,0.021,0.076249151619994
"log10(adult_weight)658",48,10,"PGLSSEY",8.7e-07,0.021,0.00190082215013226
"1658",48,10,"Compar",0.923819351163397,0.021,-0.0014601029897699
"log10(adult_weight)659",48,10,"PGLSSEY",3.5e-08,0.021,0.00230270205974969
"1659",48,10,"Compar",0.493840885129863,0.021,0.0112818101776795
"log10(adult_weight)660",43,10,"PGLSSEY",2.5e-07,0.021,0.00235492805438056
"1660",43,10,"Compar",0.0247552870762155,0.021,0.0311779935531795
"log10(adult_weight)661",43,10,"PGLSSEY",1.5e-06,0.021,0.00232297377682222
"1661",43,10,"Compar",0.180927024795186,0.021,0.0168258181882286
"log10(adult_weight)662",46,10,"PGLSSEY",8.3e-06,0.021,0.00175862202802683
"1662",46,10,"Compar",0.0277187254713345,0.021,0.0243095388031358
"log10(adult_weight)663",48,10,"PGLSSEY",1.5e-08,0.021,0.00252797314556378
"1663",48,10,"Compar",0.395884661995887,0.021,0.0125366859084675
"log10(adult_weight)664",45,10,"PGLSSEY",0.0086,0.021,0.000987377039584368
"1664",45,10,"Compar",0.339112369434658,0.021,0.0319184512167939
"log10(adult_weight)665",46,10,"PGLSSEY",1.1e-07,0.021,0.00312601272118892
"1665",46,10,"Compar",0.840730256734259,0.021,0.00105123346422109
"log10(adult_weight)666",45,10,"PGLSSEY",5.8e-07,0.021,0.00332818776710213
"1666",45,10,"Compar",0.00811133173802547,0.021,0.0407474653031361
"log10(adult_weight)667",49,10,"PGLSSEY",1.5e-05,0.021,0.00175676660118754
"1667",49,10,"Compar",0.0230281945250219,0.021,0.0649928895394608
"log10(adult_weight)668",46,10,"PGLSSEY",0.00019,0.021,0.00130053889211056
"1668",46,10,"Compar",0.135315322310565,0.021,0.053020200571027
"log10(adult_weight)669",48,10,"PGLSSEY",1.3e-05,0.021,0.00160499441760234
"1669",48,10,"Compar",0.00177793159427075,0.021,0.034991255147514
"log10(adult_weight)670",46,10,"PGLSSEY",0.0011,0.021,0.00100338946997469
"1670",46,10,"Compar",0.0147763800031542,0.021,0.165021810868765
"log10(adult_weight)671",47,10,"PGLSSEY",0.00055,0.021,0.00141019251212667
"1671",47,10,"Compar",0.0881887927958076,0.021,-0.0525821022961476
"log10(adult_weight)672",46,10,"PGLSSEY",0.0023,0.021,0.000758262781942734
"1672",46,10,"Compar",0.000216032898553875,0.021,0.200618971764355
"log10(adult_weight)673",46,10,"PGLSSEY",0.0033,0.021,0.000718210775964027
"1673",46,10,"Compar",0.105169354131499,0.021,0.0907015028623432
"log10(adult_weight)674",44,10,"PGLSSEY",8e-05,0.021,0.00157817395807116
"1674",44,10,"Compar",0.237883893012146,0.021,0.0392193648852395
"log10(adult_weight)675",46,10,"PGLSSEY",5.8e-09,0.021,0.00380792180448352
"1675",46,10,"Compar",0.000377123328816342,0.021,0.0401406362625855
"log10(adult_weight)676",48,10,"PGLSSEY",1.7e-05,0.021,0.00223438230351997
"1676",48,10,"Compar",0.138469891409029,0.021,0.0191730804335203
"log10(adult_weight)677",46,10,"PGLSSEY",4.6e-09,0.021,0.00354645482428761
"1677",46,10,"Compar",0.317733596450118,0.021,0.0101164425921678
"log10(adult_weight)678",47,10,"PGLSSEY",9.7e-05,0.021,0.00130438417518614
"1678",47,10,"Compar",0.749826845056847,0.021,0.0138902284855796
"log10(adult_weight)679",44,10,"PGLSSEY",0.00011,0.021,0.00138907383259048
"1679",44,10,"Compar",0.961788226529011,0.021,-0.00215658447453015
"log10(adult_weight)680",48,10,"PGLSSEY",5.4e-05,0.021,0.00142119478441674
"1680",48,10,"Compar",0.0594467315160543,0.021,0.0368596614852117
"log10(adult_weight)681",48,10,"PGLSSEY",0.00086,0.021,0.00105594584446742
"1681",48,10,"Compar",0.174854096375279,0.021,0.0640030258506346
"log10(adult_weight)682",48,10,"PGLSSEY",0.00014,0.021,0.00122886288809493
"1682",48,10,"Compar",0.492846117985771,0.021,0.0306420104557601
"log10(adult_weight)683",44,10,"PGLSSEY",1e-05,0.021,0.00165694449432612
"1683",44,10,"Compar",0.976551316152228,0.021,-0.00137386655934746
"log10(adult_weight)684",47,10,"PGLSSEY",0.0026,0.021,0.00101658307349611
"1684",47,10,"Compar",0.175721830188954,0.021,-0.0659492705837206
"log10(adult_weight)685",44,10,"PGLSSEY",1.8e-05,0.021,0.00160004820258307
"1685",44,10,"Compar",0.2195005074036,0.021,0.0297493430174951
"log10(adult_weight)686",47,10,"PGLSSEY",0.00019,0.021,0.00120003207518436
"1686",47,10,"Compar",0.416891099996143,0.021,0.0295862891262106
"log10(adult_weight)687",44,10,"PGLSSEY",0.00024,0.021,0.00127462744695214
"1687",44,10,"Compar",0.204400145098955,0.021,-0.0649348653624033
"log10(adult_weight)688",45,10,"PGLSSEY",0.0021,0.021,0.00101513492655782
"1688",45,10,"Compar",0.380967731335461,0.021,-0.0416540771904996
"log10(adult_weight)689",48,10,"PGLSSEY",2.5e-06,0.021,0.00177215578193045
"1689",48,10,"Compar",0.147442084727721,0.021,0.0394402834805151
"log10(adult_weight)690",45,10,"PGLSSEY",0.013,0.021,0.000544601341766347
"1690",45,10,"Compar",0.455239976656803,0.021,-0.0293174152408677
"log10(adult_weight)691",48,10,"PGLSSEY",1.5e-05,0.021,0.00187222656707358
"1691",48,10,"Compar",0.0451304126285605,0.021,0.0725552215496998
"log10(adult_weight)692",49,10,"PGLSSEY",0.00036,0.021,0.00121618771553663
"1692",49,10,"Compar",0.0195381604861671,0.021,0.14452414896112
"log10(adult_weight)693",45,10,"PGLSSEY",1.7e-05,0.021,0.00168681010641399
