"","n","min","model","pval","simslope","slope"
"log10(adult_weight)3061",44,5,"PGLSSEY",0.39,0,1.55117026671837e-09
"13061",44,5,"Compar",0.254698271401218,0,-0.0844824783477285
"log10(adult_weight)3071",46,5,"PGLSSEY",0.5,0,-1.56692272685741e-09
"13071",46,5,"Compar",0.657187365837263,0,-0.0273013106635633
"log10(adult_weight)3081",45,5,"PGLSSEY",0.73,0,-1.11406467910171e-09
"13081",45,5,"Compar",0.388065138917337,0,-0.00972062022612441
"log10(adult_weight)3091",43,5,"PGLSSEY",0.64,0,-1.1266603086941e-09
"13091",43,5,"Compar",0.440724508612209,0,0.0437048719715127
"log10(adult_weight)3101",46,5,"PGLSSEY",0.91,0,2.5559323714198e-10
"13101",46,5,"Compar",0.167988634266794,0,-0.036972425431737
"log10(adult_weight)3111",47,5,"PGLSSEY",0.31,0,2.09429375415601e-09
"13111",47,5,"Compar",0.221955238517805,0,0.0290483569424058
"log10(adult_weight)3121",46,5,"PGLSSEY",0.12,0,-4.24930264110823e-09
"13121",46,5,"Compar",0.189455062532883,0,0.0338680366999615
"log10(adult_weight)3131",45,5,"PGLSSEY",0.56,0,-1.21780300385752e-09
"13131",45,5,"Compar",0.0809740908142893,0,0.0269028210657929
"log10(adult_weight)3141",43,5,"PGLSSEY",0.32,0,2.18392514694402e-09
"13141",43,5,"Compar",0.799771414200782,0,-0.0176430672424992
"log10(adult_weight)3151",48,5,"PGLSSEY",0.31,0,1.45703630390471e-09
"13151",48,5,"Compar",0.0596100173756815,0,0.159347556885375
"log10(adult_weight)3161",47,5,"PGLSSEY",0.75,0,5.41486078342322e-10
"13161",47,5,"Compar",0.078540008830686,0,-0.111962890920296
"log10(adult_weight)3171",45,5,"PGLSSEY",0.13,0,-2.88897755962028e-09
"13171",45,5,"Compar",0.486714662962167,0,0.0311397046151614
"log10(adult_weight)3181",45,5,"PGLSSEY",0.86,0,-4.64284918690311e-10
"13181",45,5,"Compar",0.841958239019621,0,0.00626604174965584
"log10(adult_weight)3191",44,5,"PGLSSEY",0.31,0,-2.67836248440748e-09
"13191",44,5,"Compar",0.0851059112201027,0,0.0932323639490042
"log10(adult_weight)3201",42,5,"PGLSSEY",0.92,0,2.82251579672517e-10
"13201",42,5,"Compar",0.155655942619991,0,-0.0389288578912586
"log10(adult_weight)3211",46,5,"PGLSSEY",0.25,0,-1.85807306448545e-09
"13211",46,5,"Compar",0.343859575268949,0,-0.0812379235256067
"log10(adult_weight)3221",48,5,"PGLSSEY",0.51,0,-1.75011174043365e-09
"13221",48,5,"Compar",0.168491209835848,0,-0.0452207140945891
"log10(adult_weight)3231",42,5,"PGLSSEY",0.97,0,-7.00000436998273e-11
"13231",42,5,"Compar",0.00542235429324478,0,-0.230322906433468
"log10(adult_weight)3241",47,5,"PGLSSEY",0.58,0,-1.81544908955335e-09
"13241",47,5,"Compar",0.206128460478731,0,0.037691440023401
"log10(adult_weight)3251",44,5,"PGLSSEY",0.11,0,-3.32561541148585e-09
"13251",44,5,"Compar",0.461349335283384,0,-0.0658550736345433
"log10(adult_weight)3261",45,5,"PGLSSEY",0.092,0,-2.87003958065028e-09
"13261",45,5,"Compar",0.107305542378129,0,0.145340757007891
"log10(adult_weight)3271",44,5,"PGLSSEY",0.58,0,1.12317872530256e-09
"13271",44,5,"Compar",0.189381241335079,0,-0.0688876603079994
"log10(adult_weight)3281",45,5,"PGLSSEY",0.76,0,5.56959819018267e-10
"13281",45,5,"Compar",0.249175031873735,0,0.147598766781536
"log10(adult_weight)3291",49,5,"PGLSSEY",0.62,0,-6.40205442116681e-10
"13291",49,5,"Compar",0.00960432989718196,0,0.142396822153259
"log10(adult_weight)3301",47,5,"PGLSSEY",0.56,0,1.36164364990029e-09
"13301",47,5,"Compar",0.171863009489503,0,-0.035964836315122
"log10(adult_weight)3311",45,5,"PGLSSEY",0.18,0,2.39671700412708e-09
"13311",45,5,"Compar",0.357526355871421,0,-0.0359339628674502
"log10(adult_weight)3321",47,5,"PGLSSEY",0.1,0,4.02655491086991e-09
"13321",47,5,"Compar",0.937401016165559,0,0.00217784811152
"log10(adult_weight)3331",46,5,"PGLSSEY",0.55,0,1.12770913227461e-09
"13331",46,5,"Compar",0.41562121637432,0,-0.0374902552081082
"log10(adult_weight)3341",44,5,"PGLSSEY",0.52,0,1.13758661376444e-09
"13341",44,5,"Compar",0.425062188939682,0,0.0552232126260339
"log10(adult_weight)3351",47,5,"PGLSSEY",0.046,0,7.28337244954576e-09
"13351",47,5,"Compar",0.107141878235339,0,-0.0494196929601318
"log10(adult_weight)3361",43,5,"PGLSSEY",0.52,0,-1.48681755834687e-09
"13361",43,5,"Compar",0.0549022592406856,0,0.187655330404569
"log10(adult_weight)3371",43,5,"PGLSSEY",0.41,0,2.47413212977737e-09
"13371",43,5,"Compar",0.989102440289194,0,0.000272603595502297
"log10(adult_weight)3381",43,5,"PGLSSEY",0.86,0,-3.52817630982169e-10
"13381",43,5,"Compar",0.424860750805143,0,0.0406515657603674
"log10(adult_weight)3391",44,5,"PGLSSEY",0.12,0,-3.89914925229009e-09
"13391",44,5,"Compar",0.885798821296751,0,-0.00650344783560008
"log10(adult_weight)3401",44,5,"PGLSSEY",0.011,0,-5.44303245178694e-09
"13401",44,5,"Compar",0.980399615840066,0,0.000668228973022433
"log10(adult_weight)3411",48,5,"PGLSSEY",0.84,0,3.44288542228752e-10
"13411",48,5,"Compar",0.0639846025855151,0,0.135128329962301
"log10(adult_weight)3421",46,5,"PGLSSEY",0.23,0,2.45333667750915e-09
"13421",46,5,"Compar",0.473147421035583,0,-0.041930294634128
"log10(adult_weight)3431",46,5,"PGLSSEY",0.87,0,-5.20998051040318e-10
"13431",46,5,"Compar",0.592118853235909,0,0.014678904543722
"log10(adult_weight)3441",44,5,"PGLSSEY",0.5,0,1.24406867698559e-09
"13441",44,5,"Compar",0.737617978025058,0,0.0269399576767326
"log10(adult_weight)3451",48,5,"PGLSSEY",0.78,0,-5.57110320354402e-10
"13451",48,5,"Compar",0.392514984645146,0,-0.0645140674857156
"log10(adult_weight)3461",43,5,"PGLSSEY",0.48,0,-1.41280029379296e-09
"13461",43,5,"Compar",0.511529298993438,0,0.0321539319747293
"log10(adult_weight)3471",46,5,"PGLSSEY",0.64,0,1.35778568260582e-09
"13471",46,5,"Compar",0.255035907091435,0,-0.0371104141410545
"log10(adult_weight)3481",44,5,"PGLSSEY",0.11,0,-3.06513559612385e-09
"13481",44,5,"Compar",0.00850772779235465,0,-0.194848712466511
"log10(adult_weight)3491",42,5,"PGLSSEY",0.63,0,1.0387064247165e-09
"13491",42,5,"Compar",0.780580660242039,0,-0.0126374499566071
"log10(adult_weight)3501",44,5,"PGLSSEY",0.15,0,3.21548721151944e-09
"13501",44,5,"Compar",0.0998877940769662,0,-0.123103418761668
"log10(adult_weight)3511",48,5,"PGLSSEY",0.47,0,1.41387914629201e-09
"13511",48,5,"Compar",0.551796237217512,0,0.0150413948495216
"log10(adult_weight)3521",45,5,"PGLSSEY",0.012,0,-4.4510115267521e-09
"13521",45,5,"Compar",0.190767225895088,0,-0.0643847491680811
"log10(adult_weight)3531",47,5,"PGLSSEY",0.67,0,8.59073557438543e-10
"13531",47,5,"Compar",0.78605962622365,0,0.0139756618611158
"log10(adult_weight)3541",46,5,"PGLSSEY",0.79,0,5.1859753801546e-10
"13541",46,5,"Compar",0.925847617993498,0,-0.00614706362121975
"log10(adult_weight)3551",44,5,"PGLSSEY",0.3,0,2.44312982345865e-09
"13551",44,5,"Compar",0.188534972338853,0,0.0235947154637905
"log10(adult_weight)3561",42,5,"PGLSSEY",0.19,0,3.86575472774259e-09
"13561",42,5,"Compar",0.51376058786229,0,0.00733126150078667
"log10(adult_weight)3571",41,5,"PGLSSEY",0.23,0,2.38701062281928e-09
"13571",41,5,"Compar",0.545081416602767,0,0.0244709965648097
"log10(adult_weight)3581",45,5,"PGLSSEY",0.91,0,-1.59598449733585e-10
"13581",45,5,"Compar",0.821554830920281,0,0.0125607749034333
"log10(adult_weight)3591",46,5,"PGLSSEY",0.8,0,-6.65776791298081e-10
"13591",46,5,"Compar",0.890416547488639,0,-0.00643095194747123
"log10(adult_weight)3601",43,5,"PGLSSEY",0.43,0,1.11737920464777e-09
"13601",43,5,"Compar",0.851137138143554,0,0.00999104602893197
"log10(adult_weight)3611",48,5,"PGLSSEY",0.04,0,-2.67141562462828e-09
"13611",48,5,"Compar",0.370390940642952,0,0.0562603030259263
"log10(adult_weight)3621",45,5,"PGLSSEY",0.39,0,1.63024117871787e-09
"13621",45,5,"Compar",0.496567043287806,0,0.0502433865759788
"log10(adult_weight)3631",47,5,"PGLSSEY",0.64,0,-7.91916484153652e-10
"13631",47,5,"Compar",0.465246973451153,0,-0.0364197305147556
"log10(adult_weight)3641",44,5,"PGLSSEY",0.62,0,9.13710442241886e-10
"13641",44,5,"Compar",0.366821939986017,0,-0.0568925794816548
"log10(adult_weight)3651",44,5,"PGLSSEY",0.55,0,-1.25003363995701e-09
"13651",44,5,"Compar",0.722197892157298,0,-0.0163209674329092
"log10(adult_weight)3661",43,5,"PGLSSEY",0.37,0,2.4954468976401e-09
"13661",43,5,"Compar",0.0338546561293966,0,-0.0586698996491497
"log10(adult_weight)3671",44,5,"PGLSSEY",0.48,0,-1.99694067528112e-09
"13671",44,5,"Compar",0.868781386422792,0,0.00617425835025465
"log10(adult_weight)3681",47,5,"PGLSSEY",0.56,0,-9.77359319101419e-10
"13681",47,5,"Compar",0.869016490703036,0,-0.0110377227654368
"log10(adult_weight)3691",44,5,"PGLSSEY",0.16,0,2.79088514942642e-09
"13691",44,5,"Compar",0.835017915400617,0,0.0117569053242086
"log10(adult_weight)3701",44,5,"PGLSSEY",0.26,0,2.33553917608382e-09
"13701",44,5,"Compar",0.354379349443028,0,0.0727605856593332
"log10(adult_weight)3711",45,5,"PGLSSEY",0.92,0,-2.16039432742915e-10
"13711",45,5,"Compar",0.151741942799887,0,-0.044346922276542
"log10(adult_weight)3721",46,5,"PGLSSEY",0.85,0,-4.41731103561728e-10
"13721",46,5,"Compar",0.228271734102374,0,0.0192718453873413
"log10(adult_weight)3731",49,5,"PGLSSEY",0.37,0,2.85121334306884e-09
"13731",49,5,"Compar",0.487406614217734,0,-0.00913117552652087
"log10(adult_weight)3741",46,5,"PGLSSEY",0.97,0,-5.31754762919954e-11
"13741",46,5,"Compar",0.353726146738656,0,-0.0545136359932252
"log10(adult_weight)3751",46,5,"PGLSSEY",0.99,0,2.62884423068665e-11
"13751",46,5,"Compar",0.830892091500131,0,-0.00988509264884552
"log10(adult_weight)3761",46,5,"PGLSSEY",0.87,0,4.46002482260149e-10
"13761",46,5,"Compar",0.587483730973857,0,0.0189141987503514
"log10(adult_weight)3771",46,5,"PGLSSEY",0.81,0,-4.51604289942473e-10
"13771",46,5,"Compar",0.649257818689349,0,-0.0274529986547247
"log10(adult_weight)3781",41,5,"PGLSSEY",0.1,0,3.01070237590243e-09
"13781",41,5,"Compar",0.413251535157179,0,0.0368086324905774
"log10(adult_weight)3791",40,5,"PGLSSEY",0.93,0,3.70191492564835e-10
"13791",40,5,"Compar",0.280956113555369,0,-0.0116142831359465
"log10(adult_weight)3801",42,5,"PGLSSEY",0.69,0,1.10492929787018e-09
"13801",42,5,"Compar",0.573046954560965,0,-0.0136566420169021
"log10(adult_weight)3811",46,5,"PGLSSEY",0.081,0,-3.42177845819008e-09
"13811",46,5,"Compar",0.699670019458262,0,-0.0192742625245659
"log10(adult_weight)3821",43,5,"PGLSSEY",0.33,0,2.18036932263534e-09
"13821",43,5,"Compar",0.00522978012645581,0,0.126587552486824
"log10(adult_weight)3831",48,5,"PGLSSEY",0.51,0,-1.49978570847799e-09
"13831",48,5,"Compar",0.533250446727689,0,0.0489202203156758
"log10(adult_weight)3841",46,5,"PGLSSEY",0.84,0,6.54693273659749e-10
"13841",46,5,"Compar",0.437847144930189,0,-0.0102432721344479
"log10(adult_weight)3851",47,5,"PGLSSEY",0.49,0,1.65365331298835e-09
"13851",47,5,"Compar",0.60658506275377,0,-0.0274368118382033
"log10(adult_weight)3861",45,5,"PGLSSEY",0.34,0,3.88157274494453e-09
"13861",45,5,"Compar",0.00943174648339795,0,-0.0763675010914762
"log10(adult_weight)3871",47,5,"PGLSSEY",0.27,0,2.66517967017581e-09
"13871",47,5,"Compar",0.910357819415204,0,0.00452392713537464
"log10(adult_weight)3881",45,5,"PGLSSEY",0.74,0,-5.54397313729015e-10
"13881",45,5,"Compar",0.853470623710617,0,0.0141316218809244
"log10(adult_weight)3891",49,5,"PGLSSEY",0.52,0,1.19325909077306e-09
"13891",49,5,"Compar",0.348459267831962,0,0.0514399969893882
"log10(adult_weight)3901",45,5,"PGLSSEY",0.06,0,-5.47843463223854e-09
"13901",45,5,"Compar",0.244417257654017,0,-0.0201521318132859
"log10(adult_weight)3911",47,5,"PGLSSEY",0.85,0,-2.91505141175091e-10
"13911",47,5,"Compar",0.227456493151185,0,-0.0501324290391494
"log10(adult_weight)3921",45,5,"PGLSSEY",0.26,0,2.50751212146945e-09
"13921",45,5,"Compar",0.605227107992832,0,-0.0381748458701978
"log10(adult_weight)3931",44,5,"PGLSSEY",0.00048,0,-5.96529449800943e-09
"13931",44,5,"Compar",0.864331418810526,0,0.00642846304135603
"log10(adult_weight)3941",46,5,"PGLSSEY",0.75,0,1.16033762145287e-09
"13941",46,5,"Compar",0.0740487271126669,0,-0.0292753557986819
"log10(adult_weight)3951",42,5,"PGLSSEY",0.33,0,-1.72397625500149e-09
"13951",42,5,"Compar",0.89351116740474,0,0.00910008156305109
"log10(adult_weight)3961",47,5,"PGLSSEY",0.23,0,2.90839235028621e-09
"13961",47,5,"Compar",0.0460660423891608,0,0.127237964447048
"log10(adult_weight)3971",40,5,"PGLSSEY",0.15,0,-2.72125885852921e-09
"13971",40,5,"Compar",0.757765723704105,0,0.0223891856227496
"log10(adult_weight)3981",41,5,"PGLSSEY",0.18,0,-3.71716742540802e-09
"13981",41,5,"Compar",0.246826726852817,0,-0.0420438445973677
"log10(adult_weight)3991",42,5,"PGLSSEY",0.98,0,-4.76189409431157e-11
"13991",42,5,"Compar",0.405736420236796,0,0.0412925316623917
"log10(adult_weight)4001",90,5,"PGLSSEY",0.8,0,-3.80948584720271e-10
"14001",90,5,"Compar",0.955284796899612,0,-0.00120932438542343
"log10(adult_weight)4011",85,5,"PGLSSEY",0.46,0,-8.31562432930104e-10
"14011",85,5,"Compar",0.494803744823277,0,0.0397955855656784
"log10(adult_weight)4021",88,5,"PGLSSEY",0.55,0,-5.41176979993291e-10
"14021",88,5,"Compar",0.376116354080406,0,0.0313297163168613
"log10(adult_weight)4031",94,5,"PGLSSEY",0.65,0,-4.12471523620529e-10
"14031",94,5,"Compar",0.782623574899586,0,0.0107464395212982
"log10(adult_weight)4041",82,5,"PGLSSEY",0.11,0,1.88221951077063e-09
"14041",82,5,"Compar",0.11048863653162,0,0.0895618466947474
"log10(adult_weight)4051",94,5,"PGLSSEY",0.81,0,2.62163968871274e-10
"14051",94,5,"Compar",0.628082635658393,0,0.0203796874746485
"log10(adult_weight)4061",95,5,"PGLSSEY",0.43,0,6.71875994428626e-10
"14061",95,5,"Compar",0.513248480166526,0,0.030453519011397
"log10(adult_weight)4071",84,5,"PGLSSEY",0.37,0,-9.27849863451523e-10
"14071",84,5,"Compar",0.950022824748922,0,-0.00288371053429737
"log10(adult_weight)4081",92,5,"PGLSSEY",0.81,0,-2.51436869471206e-10
"14081",92,5,"Compar",0.743809860366601,0,0.0141875459391181
"log10(adult_weight)4091",87,5,"PGLSSEY",0.75,0,3.83563533707278e-10
"14091",87,5,"Compar",0.951817210265488,0,0.00197595561035246
"log10(adult_weight)4101",90,5,"PGLSSEY",0.8,0,2.60778275048069e-10
"14101",90,5,"Compar",0.0421236234065074,0,0.1355217647649
"log10(adult_weight)4111",84,5,"PGLSSEY",0.67,0,7.08945164000226e-10
"14111",84,5,"Compar",0.78513621227875,0,-0.00963109559347952
"log10(adult_weight)4121",91,5,"PGLSSEY",0.69,0,3.70685644421899e-10
"14121",91,5,"Compar",0.385189883990945,0,-0.0351651678036686
"log10(adult_weight)4131",90,5,"PGLSSEY",0.9,0,-1.94350668235157e-10
"14131",90,5,"Compar",0.09268733907889,0,-0.0570585936612309
"log10(adult_weight)4141",85,5,"PGLSSEY",0.42,0,1.03060406842286e-09
"14141",85,5,"Compar",0.529667751905766,0,-0.0247763014542792
"log10(adult_weight)4151",85,5,"PGLSSEY",0.76,0,-4.09661445067279e-10
"14151",85,5,"Compar",0.280762160527174,0,-0.0527811450413502
"log10(adult_weight)4161",88,5,"PGLSSEY",0.91,0,-1.38183738358269e-10
"14161",88,5,"Compar",0.817124556726758,0,0.00971889853574881
"log10(adult_weight)4171",92,5,"PGLSSEY",0.59,0,4.81204079827852e-10
"14171",92,5,"Compar",0.639008554942262,0,-0.0158625867343254
"log10(adult_weight)4181",91,5,"PGLSSEY",0.64,0,-4.48149688422157e-10
"14181",91,5,"Compar",0.251271023874867,0,0.0577363373233952
"log10(adult_weight)4191",87,5,"PGLSSEY",0.83,0,-3.42758743259685e-10
"14191",87,5,"Compar",0.0487042950634768,0,-0.0418522410897548
"log10(adult_weight)4201",86,5,"PGLSSEY",0.96,0,4.60277717385028e-11
"14201",86,5,"Compar",0.357659521650217,0,-0.0306568834500691
"log10(adult_weight)4211",87,5,"PGLSSEY",0.96,0,4.80981690685346e-11
"14211",87,5,"Compar",0.827559824658388,0,0.0108830305404259
"log10(adult_weight)4221",89,5,"PGLSSEY",0.48,0,7.93442377347878e-10
"14221",89,5,"Compar",0.194578370035192,0,0.0677089567453439
"log10(adult_weight)4231",88,5,"PGLSSEY",0.29,0,1.02261355300784e-09
"14231",88,5,"Compar",0.936949725170619,0,0.00559509872942865
"log10(adult_weight)4241",92,5,"PGLSSEY",0.39,0,-8.22102512761674e-10
"14241",92,5,"Compar",0.00753974760755338,0,-0.148099313405823
"log10(adult_weight)4251",88,5,"PGLSSEY",0.26,0,1.12321604494119e-09
"14251",88,5,"Compar",0.519823592027387,0,-0.0289184982962638
"log10(adult_weight)4261",86,5,"PGLSSEY",0.38,0,1.01241421202578e-09
"14261",86,5,"Compar",0.971516241168598,0,0.00102937234714018
"log10(adult_weight)4271",92,5,"PGLSSEY",0.17,0,1.97340865693611e-09
"14271",92,5,"Compar",0.411187113691201,0,0.0283233455032357
"log10(adult_weight)4281",86,5,"PGLSSEY",0.12,0,2.25120329105082e-09
"14281",86,5,"Compar",0.669053179957182,0,0.0147173082506051
"log10(adult_weight)4291",91,5,"PGLSSEY",0.13,0,-1.90269361717042e-09
"14291",91,5,"Compar",0.739474734347977,0,0.00943357124218824
"log10(adult_weight)4301",86,5,"PGLSSEY",0.25,0,-1.09358618477771e-09
"14301",86,5,"Compar",0.422366668994249,0,0.0304387979444662
"log10(adult_weight)4311",86,5,"PGLSSEY",0.52,0,-5.91945747082683e-10
"14311",86,5,"Compar",0.697270144718314,0,0.0212416064492911
"log10(adult_weight)4321",89,5,"PGLSSEY",0.7,0,3.59971740384843e-10
"14321",89,5,"Compar",0.464764182050712,0,-0.0334696852488672
"log10(adult_weight)4331",90,5,"PGLSSEY",0.87,0,2.09178268315457e-10
"14331",90,5,"Compar",0.590116852773199,0,0.0144728898801303
"log10(adult_weight)4341",94,5,"PGLSSEY",0.39,0,-7.23018804780093e-10
"14341",94,5,"Compar",0.28315514765575,0,-0.0448658272124564
"log10(adult_weight)4351",92,5,"PGLSSEY",0.029,0,2.26141643889472e-09
"14351",92,5,"Compar",0.480944704661554,0,-0.0344109009483473
"log10(adult_weight)4361",91,5,"PGLSSEY",0.67,0,6.88521670266578e-10
"14361",91,5,"Compar",0.512590874663059,0,-0.01433803116235
"log10(adult_weight)4371",88,5,"PGLSSEY",0.42,0,8.73679591712298e-10
"14371",88,5,"Compar",0.451100352449614,0,-0.0256597315337554
"log10(adult_weight)4381",89,5,"PGLSSEY",0.13,0,-1.99860134525629e-09
"14381",89,5,"Compar",0.0170958343866647,0,-0.126765387416922
"log10(adult_weight)4391",90,5,"PGLSSEY",0.11,0,-1.51833944885504e-09
"14391",90,5,"Compar",0.223285194938529,0,-0.0712255079674806
"log10(adult_weight)4401",85,5,"PGLSSEY",0.86,0,1.71987584845127e-10
"14401",85,5,"Compar",0.396989905333858,0,-0.0349525835722386
"log10(adult_weight)4411",93,5,"PGLSSEY",0.012,0,-2.53472260357000e-09
"14411",93,5,"Compar",0.132117372769728,0,0.0694225657972747
"log10(adult_weight)4421",94,5,"PGLSSEY",0.73,0,-4.13799407967025e-10
"14421",94,5,"Compar",0.59292346850106,0,-0.0139027213448923
"log10(adult_weight)4431",86,5,"PGLSSEY",0.96,0,-7.51199124675127e-11
"14431",86,5,"Compar",0.00476716385343323,0,-0.203842345682509
"log10(adult_weight)4441",92,5,"PGLSSEY",0.21,0,1.3201650123648e-09
"14441",92,5,"Compar",0.990652262226031,0,-0.000610689258162544
"log10(adult_weight)4451",83,5,"PGLSSEY",0.47,0,-1.1011199105987e-09
"14451",83,5,"Compar",0.33118147923276,0,0.029851746347282
"log10(adult_weight)4461",89,5,"PGLSSEY",0.094,0,-1.73073333574027e-09
"14461",89,5,"Compar",0.949172979385589,0,0.00248261694084828
"log10(adult_weight)4471",91,5,"PGLSSEY",0.32,0,-1.38393730195436e-09
"14471",91,5,"Compar",0.256115203783817,0,0.0385837545291138
"log10(adult_weight)4481",90,5,"PGLSSEY",0.57,0,-8.58878403034089e-10
"14481",90,5,"Compar",0.628277465812898,0,-0.0122876892777839
"log10(adult_weight)4491",90,5,"PGLSSEY",0.029,0,-2.25840468078072e-09
"14491",90,5,"Compar",0.316283528029108,0,0.0536128040490129
"log10(adult_weight)4501",88,5,"PGLSSEY",0.3,0,-1.16615354977325e-09
"14501",88,5,"Compar",0.567967064661227,0,-0.0263896762209606
"log10(adult_weight)4511",89,5,"PGLSSEY",0.94,0,1.12494883606896e-10
"14511",89,5,"Compar",0.117989397581113,0,0.0478891729379727
"log10(adult_weight)4521",91,5,"PGLSSEY",0.64,0,3.7465279371336e-10
"14521",91,5,"Compar",0.47267267206188,0,0.0339512885810196
"log10(adult_weight)4531",89,5,"PGLSSEY",0.24,0,1.33469036883668e-09
"14531",89,5,"Compar",0.273289508305198,0,0.0279423349661831
"log10(adult_weight)4541",89,5,"PGLSSEY",0.14,0,3.11622239298535e-09
"14541",89,5,"Compar",0.0360659343350467,0,-0.0500467197611336
"log10(adult_weight)4551",91,5,"PGLSSEY",0.15,0,-1.92048831364181e-09
"14551",91,5,"Compar",0.912887999041682,0,-0.00378962901865076
"log10(adult_weight)4561",91,5,"PGLSSEY",0.12,0,1.53675596393016e-09
"14561",91,5,"Compar",0.990546760185373,0,0.000620842060860216
"log10(adult_weight)4571",87,5,"PGLSSEY",0.57,0,-6.16538415094618e-10
"14571",87,5,"Compar",0.550520106015565,0,-0.0272584037484775
"log10(adult_weight)4581",88,5,"PGLSSEY",0.46,0,1.34109079921997e-09
"14581",88,5,"Compar",0.449440685880998,0,-0.0259917033344865
"log10(adult_weight)4591",82,5,"PGLSSEY",0.76,0,4.67737972117591e-10
"14591",82,5,"Compar",0.392282686932842,0,0.020550508643975
"log10(adult_weight)4601",92,5,"PGLSSEY",0.7,0,5.15178022343072e-10
"14601",92,5,"Compar",0.501926034614209,0,-0.0187407374416684
"log10(adult_weight)4611",87,5,"PGLSSEY",0.44,0,-9.76087134431209e-10
"14611",87,5,"Compar",0.260603904118725,0,-0.0436151685436617
"log10(adult_weight)4621",90,5,"PGLSSEY",0.76,0,3.31935683346158e-10
"14621",90,5,"Compar",0.661039175713968,0,-0.0231218319479289
"log10(adult_weight)4631",89,5,"PGLSSEY",0.89,0,1.45035787370888e-10
"14631",89,5,"Compar",0.193601053457018,0,-0.0503958681740413
"log10(adult_weight)4641",85,5,"PGLSSEY",0.58,0,-8.87946668151365e-10
"14641",85,5,"Compar",0.11517603352401,0,0.0360616004946346
"log10(adult_weight)4651",85,5,"PGLSSEY",0.6,0,6.02065872881202e-10
"14651",85,5,"Compar",0.0773626563824201,0,-0.0680527695287351
"log10(adult_weight)4661",87,5,"PGLSSEY",0.57,0,-5.76344882748462e-10
"14661",87,5,"Compar",0.76444416523346,0,0.0113832659200481
"log10(adult_weight)4671",93,5,"PGLSSEY",0.16,0,-2.12721352001944e-09
"14671",93,5,"Compar",0.791325652812164,0,-0.00699622041653525
"log10(adult_weight)4681",86,5,"PGLSSEY",0.19,0,-1.6839931271026e-09
"14681",86,5,"Compar",0.701801151450385,0,-0.0101090973017453
"log10(adult_weight)4691",92,5,"PGLSSEY",0.21,0,1.20431643430494e-09
"14691",92,5,"Compar",0.835934736950561,0,0.007543639806324
"log10(adult_weight)4701",88,5,"PGLSSEY",0.99,0,-1.61675036715287e-11
"14701",88,5,"Compar",0.786591937248497,0,-0.0150901890152997
"log10(adult_weight)4711",87,5,"PGLSSEY",0.26,0,-1.34104947790065e-09
"14711",87,5,"Compar",0.00113168631277993,0,-0.149531179777979
"log10(adult_weight)4721",93,5,"PGLSSEY",0.58,0,5.77156199838303e-10
"14721",93,5,"Compar",0.779957990363422,0,0.00780042122362135
"log10(adult_weight)4731",86,5,"PGLSSEY",0.43,0,1.21756905688937e-09
"14731",86,5,"Compar",0.0646614442921356,0,0.0638055011034147
"log10(adult_weight)4741",88,5,"PGLSSEY",0.54,0,6.86047981903093e-10
"14741",88,5,"Compar",0.297114339399128,0,0.0729545065823056
"log10(adult_weight)4751",94,5,"PGLSSEY",0.61,0,5.12064003542178e-10
"14751",94,5,"Compar",0.515099288456506,0,0.0306199647846679
"log10(adult_weight)4761",88,5,"PGLSSEY",0.59,0,7.43581268237476e-10
"14761",88,5,"Compar",0.122398216981717,0,0.0695216866264654
"log10(adult_weight)4771",88,5,"PGLSSEY",0.32,0,-1.19520953408896e-09
"14771",88,5,"Compar",0.687818685227178,0,0.0108695214024228
"log10(adult_weight)4781",88,5,"PGLSSEY",0.52,0,7.71670434452639e-10
"14781",88,5,"Compar",0.508968723988155,0,0.0248205353289612
"log10(adult_weight)4791",90,5,"PGLSSEY",0.14,0,-1.83179130180696e-09
"14791",90,5,"Compar",0.55875636032756,0,-0.0135550338458437
"log10(adult_weight)4801",87,5,"PGLSSEY",0.27,0,1.05328675804908e-09
"14801",87,5,"Compar",0.30106135814046,0,0.0461858212319126
"log10(adult_weight)4811",92,5,"PGLSSEY",0.94,0,8.37783971711563e-11
"14811",92,5,"Compar",0.490962236792713,0,0.046370991780639
"log10(adult_weight)4821",89,5,"PGLSSEY",0.53,0,-5.80646287627105e-10
"14821",89,5,"Compar",0.82658038487333,0,-0.00879144408133126
"log10(adult_weight)4831",89,5,"PGLSSEY",0.34,0,-1.10307744837386e-09
"14831",89,5,"Compar",0.725425849047394,0,-0.0177180397081256
"log10(adult_weight)4841",93,5,"PGLSSEY",0.63,0,-5.6115268965058e-10
"14841",93,5,"Compar",0.561990271803415,0,0.0167395564083476
"log10(adult_weight)4851",87,5,"PGLSSEY",0.17,0,-1.6963271660452e-09
"14851",87,5,"Compar",0.268191598525674,0,0.0299219690717158
"log10(adult_weight)4861",94,5,"PGLSSEY",0.63,0,4.85243207507218e-10
"14861",94,5,"Compar",0.16327696908943,0,0.058555922525829
"log10(adult_weight)4871",94,5,"PGLSSEY",0.18,0,1.39808098857385e-09
"14871",94,5,"Compar",0.364800348854485,0,0.0303374138324468
"log10(adult_weight)4881",89,5,"PGLSSEY",0.84,0,-2.20594232490582e-10
"14881",89,5,"Compar",0.258558763607381,0,0.0631502777705046
"log10(adult_weight)4891",92,5,"PGLSSEY",0.84,0,-1.89724075135195e-10
"14891",92,5,"Compar",0.7495315139776,0,-0.014384283519048
