taxa_id,Kingdom,Phylum,Class,Orders,Family,Genus,Species,common_name,RecordsWithDenominators,NeoplasiaWithDenominators,NeoplasiaPrevalence,-,MalignancyKnown,Malignant,MalignancyPrevalence,PropMalignant,Benign,BenignPrevalence,PropBenign,--,RecordsFromAllSources,NeoplasiaFromAllSources,Necropsies,#Sources,SE_simple
4448,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus gouldii,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,2,0.5
11397,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,Leuciscus leuciscus,Common Dace,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
616,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya ferina,NA,5,1,0.2,-,1,1,0.2,1,0,0,0,-,5,1,5,4,0.447213595
2311,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla gratiosa,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,2,0.447213595
524,Animalia,Chordata,Actinopteri,Siluriformes,Ariidae,Arius,Arius maculatus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2849,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,Mirza coquereli,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
4345,Animalia,Chordata,Reptilia,Squamata,Teiidae,Tupinambis,Tupinambis rufescens,NA,1,1,1,-,1,1,1,1,0,0,0,-,1,1,1,1,1
4008,Animalia,Chordata,Aves,Strigiformes,Strigidae,Surnia,Surnia ulula,European Hawk Owl,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
38,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Acanthostracion,Acanthostracion polygonius,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2450,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Lactoria,Lactoria cornuta,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
3059,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus ornatus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1510,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,Crocodylus siamensis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
369,Animalia,Chordata,Actinopteri,Beryciformes,Anomalopidae,Anomalops,Anomalops katoptron,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
3684,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Rhodeus,Rhodeus amarus,NA,2,1,0.5,-,1,1,0.5,1,0,0,0,-,2,1,2,1,0.707106781
4119,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,Terrapene ornata,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1602,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus atratus,Black Swan,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,1,0.40824829
1764,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Entomyzon,Entomyzon cyanotis,NA,6,0,0,-,10,0,0,0.8,0,0,0.2,-,16,10,6,5,0.40824829
1248,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,Chloephaga picta,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4497,Animalia,Chordata,Reptilia,Squamata,Viperidae,Viridovipera,Viridovipera vogeli,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1951,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Garrulax,Garrulax canorus,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,4,0.447213595
4241,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tragopan,Tragopan caboti,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,3,0.5
1347,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Clepticus,Clepticus parrae,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
3145,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Panurus,Panurus biarmicus,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
428,Animalia,Chordata,Actinopterygii,Percopsiformes,Aphredoderidae,Aphredoderus,Aphredoderus sayanus,NA,1,1,1,-,1,1,1,1,0,0,0,-,1,1,1,1,1
1882,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,Evasterias troscheli,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2677,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Lysurus,Lysurus castaneiceps,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
602,Animalia,Chordata,Reptilia,Squamata,Hydrophiidae,Austrelaps,Austrelaps labialis,NA,7,1,0.142857143,-,1,1,0.142857143,1,0,0,0,-,7,1,7,7,0.377964473
1774,Animalia,Chordata,Reptilia,Squamata,Boidae,Epicrates,Epicrates subflavus,Jamaica Boa,42,2,0.047619048,-,2,1,0.023809524,0.5,1,0.023809524,0.5,-,42,2,42,6,0.15430335
3025,Animalia,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,Odobenus rosmarus,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
2745,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota monax,NA,5,3,0.6,-,2,2,0.4,1,0,0,0,-,5,3,5,4,0.447213595
4487,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,Vipera latifii,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
109,Animalia,Chordata,Aves,Galliformes,Phasianidae,Afropavo,Afropavo congensis,Congo peacock,17,0,0,-,0,0,0,NA,0,0,NA,-,17,0,17,6,0.242535625
1616,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinella,Cyprinella spiloptera,NA,13,1,0.076923077,-,1,1,0.076923077,1,0,0,0,-,13,1,13,2,0.277350098
1372,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus maurofasciatus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
928,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus brunneicapillus,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,2,0.5
2634,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophura,Lophura edwardsi,Superb Fruit Dove,110,0,0,-,0,0,0,NA,0,0,NA,-,110,0,110,3,0.095346259
4366,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto alba,Barn owl,6,2,0.333333333,-,2,2,0.333333333,1,0,0,0,-,6,2,6,5,0.40824829
4428,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus armatus,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
19671,Animalia,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Rasbora,Rasbora elegans,Elegant rasbora,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
446,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,Apogon dovii,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
1418,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias caudatus,NA,4,1,0.25,-,6,1,0.25,1,0,0,0,-,9,6,4,5,0.5
2957,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,Neophema pulchella,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3448,Animalia,Chordata,Reptilia,Squamata,Viperidae,Porthidium,Porthidium nasutum,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,2,0.5
2190,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Hemitaurichthys,Hemitaurichthys polylepis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2890,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,Mustelus canis,NA,62,0,0,-,0,0,0,NA,0,0,NA,-,62,0,62,1,0.127000127
1989,Animalia,Chordata,Aves,Columbiformes,Columbidae,Geotrygon,Geotrygon montana,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
1072,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus penduliger,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1742,Animalia,Chordata,Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus antillensis,NA,7,0,0,-,0,0,0,NA,0,0,NA,-,7,0,7,5,0.377964473
1123,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,Chaetodon citrinellus,NA,36,3,0.083333333,-,3,3,0.083333333,1,0,0,0,-,36,3,36,14,0.166666667
4161,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Theropithecus,Theropithecus gelada,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,2,0.447213595
11877,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus cumingi,Mindanao Monitor,15,0,0,-,0,0,0,NA,0,0,NA,-,15,0,15,1,0.25819889
2229,Animalia,Arthropoda,Insecta,Phasmida,Heteropterygidae,Heteropteryx,Heteropteryx dilatata,Jungle nymph,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,3,0.5
7790,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Heosemys,Heosemys grandis,Giant Asian Pond Turtle,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
396,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Procnias,Anthornis melanura,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4505,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes zerda,NA,22,7,0.318181818,-,10,6,0.272727273,0.8,1,0.045454545,0.2,-,25,10,22,11,0.213200716
6968,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus trochilus,Willow Warbler,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2122,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Haemulon,Haemulon melanurum,Cottonwick Grunt,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
467,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cyclopteridae,Aptocyclus,Aptocyclus ventricosus,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
2121,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Haemulon,Haemulon flavolineatum,French Grunt,13,0,0,-,0,0,0,NA,0,0,NA,-,13,0,13,3,0.277350098
19654,Animalia,Acanthopterygii,Perciformes,Cichliformes,Cichlidae,Acarichthys,Acarichthys heckelii,Threadfinned Cichlid,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4273,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Trichoglossus,Trichoglossus moluccanus,Rainbow lorikeet,80,0,0,-,0,0,0,NA,0,0,NA,-,80,0,80,9,0.111803399
17925,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,Egernia stokesii,Gidgee skink,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1311,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Cichlasoma,Cichlasoma bocourti,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
3378,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus melanocephalus,NA,9,0,0,-,0,0,0,NA,0,0,NA,-,9,0,9,3,0.333333333
1259,Animalia,Chordata,Aves,Passeriformes,Irenidae,Chloropsis,Chloropsis aurifrons,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1638,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,Dasypeltis scabra,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1949,Animalia,Chordata,Aves,Passeriformes,Leiotrichidae,Garrulax,Garrulax bicolor,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2283,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Homopholis,Homopholis walbergii,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3804,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes nebulosus,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,3,0.577350269
4367,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto nigrobrunnea,NA,17,2,0.117647059,-,2,2,0.117647059,1,0,0,0,-,17,2,17,13,0.242535625
4427,Animalia,Chordata,Actinopteri,Gobiiformes,Eleotridae,Eleotris,Valenciennea strigata,Blueband Goby,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2209,Animalia,Chordata,Actinopteri,Cichliformes,Cichlidae,Heros,Heros severus,NA,7,0,0,-,0,0,0,NA,0,0,NA,-,7,0,7,2,0.377964473
2057,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,Graptemys oculifera,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19733,Animalia,Ostariophysi,Siluriformes,Callichthyidae,Corydoradinae,Corydoras,Corydoras metae,Bandit Catfish,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
777,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta canadensis,Canada Goose,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
19411,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,NA,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
3127,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,Chimpanzee,26,10,0.384615385,-,11,2,0.076923077,0.181818182,7,0.269230769,0.818181818,-,28,12,26,10,0.196116135
3920,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Sphaeramia,Sphaeramia nematoptera,Pyjama Cardinal,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
2297,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus colliei,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
2884,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela erminea,NA,2,1,0.5,-,1,0,0,0,1,0.5,1,-,2,1,2,1,0.707106781
3000,Animalia,Chordata,Aves,Craciformes,Cracidae,Nothocrax,Nothocrax urumutum,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
836,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo lagopus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3625,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Pyxis,Pyxis planicauda,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
1454,Animalia,Chordata,Actinopterygii,Perciformes,Coryphaenidae,Coryphaena,Coryphaena equiselis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
874,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris alpina,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4503,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes velox,NA,7,3,0.428571429,-,3,2,0.285714286,0.666666667,1,0.142857143,0.333333333,-,7,3,7,3,0.377964473
1501,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Crithagra,Crithagra leucopygius,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3582,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,Ptilinopus superbus,Mount Apo Lorikeet,48,0,0,-,0,0,0,NA,0,0,NA,-,48,0,48,1,0.144337567
793,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,Brotogeris cyanoptera,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1477,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix coturnix,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
430,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Aphyocharax,Aphyocharax anisitsi,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
21,Animalia,Chordata,Reptilia,Squamata,Anguidae,Abronia,Abronia anzuetoi,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3101,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Big Horn Sheep,30,2,0.066666667,-,1,0,0,0,1,0.033333333,1,-,30,2,30,7,0.182574186
3708,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus midas,NA,6,1,0.166666667,-,1,1,0.166666667,1,0,0,0,-,6,1,6,2,0.40824829
19357,Animalia,Teleostei,Ostariophysi,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon sweglesi,Hyphessobrycon sweglesi,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3535,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psitteuteles,Psitteuteles goldiei,NA,7,0,0,-,0,0,0,NA,0,0,NA,-,7,0,7,4,0.377964473
3743,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Scartella,Scartella cristata,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4399,Animalia,Chordata,Reptilia,Squamata,Agamidae,Saara,Uromastyx acanthinura,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3551,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus frantzii,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
846,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Bycanistes,Bycanistes brevis,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
1575,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Cyanerpes,Cyanerpes caeruleus,NA,8,0,0,-,0,0,0,NA,0,0,NA,-,8,0,8,3,0.353553391
1544,Animalia,Chordata,Reptilia,Squamata,Crotaphytidae,Crotaphytus,Crotaphytus reticulatus,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
3390,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podilymbus,Podilymbus podiceps,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3326,Animalia,Chordata,Aves,Galliformes,Cracidae,Papile,Pipile jacutinga,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19588,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Altolamprologus,Altolamprologus calvus,Lake Tanganyikan Cichlid,11,0,0,-,0,0,0,NA,0,0,NA,-,11,0,11,1,0.301511345
1534,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus ruber,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
331,Animalia,Chordata,Amphibia,Caudata,Cryptobranchidae,Andrias,Andrias davidianus,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,2,0.5
3225,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Perissocephalus,Perissocephalus tricolor,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
8200,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Theristicus,Theristicus melanopis,Black faced Ibis,72,0,0,-,0,0,0,NA,0,0,NA,-,72,0,72,1,0.11785113
3236,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Petrosaurus,Petrosaurus thalassinus,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,10,0,10,5,0.316227766
957,Animalia,Chordata,Mammalia,Carnivora,Felidae,Caracal,Caracal caracal,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,10,0,10,8,0.316227766
2402,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Synanceiidae,Inimicus,Inimicus caledonicus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19682,Animalia,Blattodea,Blattoidea,Blattidae,Blattinae,Periplaneta,Periplaneta americana,American Cockroach,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
890,Animalia,Chordata,Reptilia,Squamata,Elapidae,Calliophis,Calliophis intestinalis,NA,2,1,0.5,-,1,1,0.5,1,0,0,0,-,2,1,2,2,0.707106781
2500,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus smithsonianus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19587,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Cyprichromis,Cyprichromis leptosoma,Sardine cichlid,8,0,0,-,0,0,0,NA,0,0,NA,-,8,0,8,1,0.353553391
3994,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Strophurus,Strophurus ciliaris,NA,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,2,0.40824829
3001,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta,Nothoprocta pentlandii,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,2,0.447213595
4318,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Pleuroploca,Triplofusus giganteus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4424,Animalia,Chordata,Reptilia,Squamata,Scincidae,Urther,Urther research,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1255,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorophanes,Chlorophanes spiza,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
3989,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,Strix occidentalis,NA,1,1,1,-,1,1,1,1,0,0,0,-,1,1,1,1,1
1648,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,Common Green Mamba,14,3,0.214285714,-,3,2,0.142857143,0.666666667,1,0.071428571,0.333333333,-,14,3,14,10,0.267261242
4353,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,Tursiops truncatus,Bottlenose Dolphin,7,1,0.142857143,-,0,0,0,NA,0,0,NA,-,7,1,7,3,0.377964473
2372,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix indica,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
1748,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza aureola,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4348,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus merula,Black Bird,11,0,0,-,0,0,0,NA,0,0,NA,-,11,0,11,1,0.301511345
2718,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Malayopython,Malayopython timoriensis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2608,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,Litoria genimaculata,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
1902,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis margaritaat,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
4034,Animalia,Chordata,Aves,Galliformes,Phasianidae,Syrmaticus,Syrmaticus ellioti,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
1190,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chela,Chela cachius,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4029,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
69,Animalia,Chordata,Actinopterygii,Accipitriformes,Acipenseridae,Acipenseridae,NA,NA,466,44,0.094420601,-,101,28,0.060085837,0.356435644,15,0.032188841,0.643564356,-,538,116,466,48,0.046324105
1401,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,Columbina inca,NA,6,2,0.333333333,-,2,1,0.166666667,0.5,1,0.166666667,0.5,-,6,2,6,2,0.40824829
2223,Animalia,Chordata,Chondrichthyes,Heterodontiformes,Heterodontidae,Heterodontus,Heterodontus portujacksoni,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
2732,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantella,Mantella laevigata,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
19418,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Pachliopta,NA,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3049,Animalia,Chordata,Reptilia,Squamata,Anguidae,Ophisaurus,Ophisaurus ventralis,NA,1,0,0,-,5,0,0,1,0,0,0,-,6,5,1,2,1
2085,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1529,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus mitchellii,NA,15,3,0.2,-,3,3,0.2,1,0,0,0,-,15,3,15,6,0.25819889
19725,Animalia,Ostariophysi,Siluriformes,Callichthyidae,Callichthyinae,Dianema,Dianema urostriatum,Dianema urostriatum,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,1,0.447213595
2519,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,Lemniscomys rosalia,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2981,Animalia,Chordata,Aves,Columbiformes,Columbidae,Nesoenas,Nesoenas mayeri,NA,19,0,0,-,0,0,0,NA,0,0,NA,-,19,0,19,6,0.229415734
3905,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,Spatula cyanoptera,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,10,0,10,7,0.316227766
3908,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,Spatula platalea,NA,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,3,0.40824829
1491,Animalia,Chordata,Aves,Craciformes,Cracidae,Crax,Crax rubra,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
3270,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Phodilus,Phodilus badius,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
